activeingred,reaction,N,E,RR,PRR,EBGM,EBGM_05,EBGM_50,EBGM_95
oxybenzone,dyspnoeas,1,0.21,4.69,1.71,1.07,0.23853,1.10251,4.81494
cysteamine,dyspnoeas,14,37.66,0.37,0.33,0.37,0.23838,0.37744,0.56224
penicillin procaine,dyspnoeas,1,0.22,4.62,3.67,1.07,0.23792,1.09911,4.74755
methohexital,dyspnoeas,18,51.25,0.35,0.45,0.35,0.23757,0.35599,0.50842
collagenase,dyspnoeas,5,9.8,0.51,0.21,0.5,0.23745,0.5107,0.94068
ergotamine,dyspnoeas,8,18.63,0.43,0.69,0.43,0.23716,0.43593,0.72323
cibisatamab,dyspnoeas,2,2.17,0.92,1.43,0.71,0.23683,0.75321,1.7568
dopamine,dyspnoeas,12,31.38,0.38,0.49,0.38,0.23644,0.38858,0.59515
ixekizumab,dyspnoeas,159,591.08,0.27,0.22,0.27,0.23606,0.26963,0.30625
factor viii,dyspnoeas,74,258.91,0.29,0.33,0.29,0.23596,0.28716,0.34528
nitrogen,dyspnoeas,1,0.23,4.4,25.68,1.05,0.2359,1.08799,4.53827
naldemedine,dyspnoeas,8,18.76,0.43,0.38,0.43,0.2357,0.43325,0.71879
simlukafusp alfa,dyspnoeas,3,4.55,0.66,1.03,0.6,0.23567,0.62234,1.30016
emtricitabine/tenofovir,dyspnoeas,12,31.65,0.38,0.33,0.38,0.23456,0.38552,0.59044
dexbrompheniramine,dyspnoeas,11,28.41,0.39,0.39,0.39,0.23436,0.39385,0.61314
lutetium Lu177 dotatate,dyspnoeas,31,98.42,0.31,0.3,0.32,0.23413,0.31808,0.42002
levetiracetam,dyspnoeas,364,1426.75,0.26,0.22,0.26,0.23403,0.2554,0.27803
pivampicillin,dyspnoeas,1,0.24,4.17,3.67,1.04,0.23366,1.07575,4.3269
naftifine,dyspnoeas,2,2.22,0.9,0.31,0.7,0.23359,0.74296,1.73186
mephentermine,dyspnoeas,1,0.24,4.11,4.28,1.03,0.23301,1.07227,4.27029
bovine,dyspnoeas,1,0.25,4.06,2.33,1.03,0.23247,1.06936,4.22429
methylsalicylate,dyspnoeas,1,0.25,4.05,3.21,1.03,0.23236,1.06879,4.21536
quinethazone,dyspnoeas,1,0.25,4.03,3.67,1.03,0.23217,1.06776,4.19934
homosalate,dyspnoeas,1,0.25,4.02,1.17,1.03,0.23199,1.0668,4.18452
calcium polycarbophil,dyspnoeas,1,0.26,3.9,4.28,1.02,0.23072,1.06001,4.08339
clothiapine,dyspnoeas,1,0.26,3.9,3.67,1.02,0.23072,1.06001,4.08339
enfortumab vedotin,dyspnoeas,34,111.15,0.31,0.37,0.31,0.23051,0.30876,0.40297
trifluoperazine,dyspnoeas,14,39.12,0.36,0.33,0.36,0.22977,0.36383,0.54198
cerliponase alfa,dyspnoeas,3,4.71,0.64,0.3,0.58,0.22969,0.60667,1.26723
clocortolone,dyspnoeas,1,0.26,3.8,1.07,1.01,0.22959,1.05404,3.99888
oxygen,dyspnoeas,29,93.13,0.31,0.98,0.31,0.22921,0.31472,0.41923
imipenem/cilastatin',dyspnoeas,13,35.82,0.36,0.53,0.36,0.22913,0.36925,0.55735
varicella,dyspnoeas,2,2.31,0.87,0.8,0.69,0.2282,0.72594,1.6907
cinacalcet,dyspnoeas,262,1037.64,0.25,0.22,0.25,0.22809,0.25288,0.27941
niclosamide,dyspnoeas,1,0.27,3.66,3.67,1,0.22791,1.04519,3.88131
omadacycline,dyspnoeas,6,13.25,0.45,0.48,0.45,0.22783,0.45945,0.81152
interferon alfa-n3,dyspnoeas,2,2.32,0.86,0.62,0.68,0.22775,0.72454,1.68731
copanlisib,dyspnoeas,5,10.31,0.48,0.65,0.47,0.22716,0.48868,0.90014
isoflurophate,dyspnoeas,1,0.28,3.6,1.83,0.99,0.22711,1.04104,3.82899
myeloperoxidase,dyspnoeas,1,0.28,3.59,2.85,0.99,0.2271,1.04094,3.8277
emedastine,dyspnoeas,1,0.28,3.59,2.14,0.99,0.22704,1.04065,3.82405
st. john's wort,dyspnoeas,1,0.28,3.59,3.67,0.99,0.22704,1.04066,3.82421
brexpiprazole,dyspnoeas,62,221.64,0.28,0.24,0.28,0.22693,0.28135,0.34384
nadide,dyspnoeas,1,0.28,3.55,3.67,0.99,0.2265,1.03781,3.78939
deflazacort,dyspnoeas,32,105.6,0.3,0.3,0.3,0.22642,0.30608,0.40254
teprotumumab,dyspnoeas,32,105.63,0.3,0.38,0.3,0.22636,0.306,0.40243
dexmethylphenidate,dyspnoeas,18,53.91,0.33,0.29,0.34,0.22617,0.33893,0.48406
omega 3,dyspnoeas,11,29.54,0.37,0.33,0.37,0.2258,0.3795,0.5908
difluprednate,dyspnoeas,7,16.5,0.42,0.29,0.42,0.22548,0.43212,0.73765
rozanolixizumab,dyspnoeas,1,0.29,3.44,3.21,0.98,0.22509,1.03053,3.70416
castor oil,dyspnoeas,1,0.29,3.42,2.33,0.98,0.22488,1.02945,3.69196
adefovir,dyspnoeas,17,50.73,0.34,0.32,0.34,0.22447,0.34042,0.49072
carbetapentane,dyspnoeas,1,0.3,3.39,3.21,0.98,0.22438,1.02689,3.66343
faldaprevir,dyspnoeas,1,0.3,3.39,3.67,0.98,0.22438,1.02689,3.66343
ridaforolimus,dyspnoeas,1,0.3,3.39,4.28,0.98,0.22438,1.02689,3.66343
elapegademase,dyspnoeas,2,2.38,0.84,0.69,0.67,0.22406,0.71289,1.65926
pyroxylin,dyspnoeas,1,0.3,3.32,2.85,0.97,0.22356,1.02266,3.61749
deslanoside,dyspnoeas,1,0.31,3.26,3.21,0.97,0.22271,1.0183,3.57175
duvelisib,dyspnoeas,2,2.42,0.83,0.86,0.67,0.22153,0.70489,1.64006
salicylic acid,dyspnoeas,1,0.31,3.18,0.92,0.96,0.22145,1.01192,3.50753
cisatracurium,dyspnoeas,11,30.22,0.36,0.46,0.37,0.22096,0.37138,0.57818
penicillin g procaine,dyspnoeas,8,20.14,0.4,0.33,0.4,0.22068,0.40572,0.67315
relatlimab,dyspnoeas,3,4.96,0.6,0.67,0.56,0.22062,0.5829,1.21731
auranofin,dyspnoeas,24,77.9,0.31,0.3,0.31,0.22009,0.3121,0.42673
alisertib,dyspnoeas,1,0.33,2.99,2.85,0.94,0.21859,0.99749,3.37334
bcg,dyspnoeas,3,5.03,0.6,0.53,0.55,0.21854,0.57745,1.2059
canrenoate,dyspnoeas,1,0.34,2.95,3.21,0.94,0.21797,0.99437,3.3462
lorcaserin,dyspnoeas,31,106.08,0.29,0.3,0.29,0.21745,0.29543,0.39011
ferric fructose,dyspnoeas,1,0.34,2.92,2.85,0.94,0.2174,0.99154,3.32203
veliparib,dyspnoeas,1,0.34,2.92,2.85,0.94,0.2174,0.99154,3.32203
levocabastine,dyspnoeas,1,0.34,2.9,0.99,0.93,0.21717,0.9904,3.31245
cholic acid,dyspnoeas,4,7.89,0.51,0.46,0.49,0.21676,0.50802,0.9872
mogamulizumab,dyspnoeas,19,60.18,0.32,0.39,0.32,0.21635,0.32067,0.4541
spinosad,dyspnoeas,1,0.35,2.84,1.17,0.93,0.21616,0.9854,3.27128
ambenonium,dyspnoeas,2,2.52,0.79,0.72,0.65,0.21615,0.68798,1.59958
linaclotide,dyspnoeas,89,346.15,0.26,0.23,0.26,0.21598,0.25825,0.30569
bisacodyl tannex,dyspnoeas,1,0.35,2.83,2.57,0.93,0.21597,0.98444,3.26356
nafcillin,dyspnoeas,22,71.76,0.31,0.42,0.31,0.21583,0.31096,0.43062
nomifensine,dyspnoeas,10,27.49,0.36,0.34,0.37,0.21565,0.37183,0.58965
nitazoxanide,dyspnoeas,5,10.96,0.46,0.47,0.45,0.21541,0.46353,0.85384
terpin hydrate,dyspnoeas,1,0.37,2.74,3.21,0.92,0.21435,0.97644,3.20091
cannabidiol,dyspnoeas,87,340.74,0.26,0.25,0.26,0.21406,0.25649,0.30418
deucravacitinib,dyspnoeas,11,31.41,0.35,0.34,0.35,0.21292,0.35789,0.5572
abciximab,dyspnoeas,65,249.57,0.26,0.36,0.26,0.2124,0.26199,0.31876
entecavir,dyspnoeas,39,141.3,0.28,0.25,0.28,0.21214,0.27858,0.35763
sotagliflozin,dyspnoeas,1,0.38,2.62,2.57,0.91,0.21213,0.9655,3.12037
belatacept,dyspnoeas,21,69.21,0.3,0.34,0.31,0.21193,0.30803,0.42953
aminolevulinate,dyspnoeas,6,14.39,0.42,0.18,0.42,0.21146,0.42658,0.75352
sarecycline,dyspnoeas,2,2.61,0.77,0.66,0.64,0.21146,0.6732,1.56435
demeclocycline,dyspnoeas,3,5.25,0.57,0.54,0.53,0.21143,0.55883,1.16688
phosphoric acid,dyspnoeas,1,0.39,2.57,2.33,0.9,0.21121,0.96105,3.08917
poractant,dyspnoeas,8,21.1,0.38,0.33,0.38,0.2112,0.38834,0.64436
enprofylline,dyspnoeas,1,0.39,2.54,12.84,0.9,0.21067,0.95841,3.0711
clenbuterol,dyspnoeas,1,0.39,2.54,2.85,0.9,0.21055,0.95782,3.06706
ocuvite,dyspnoeas,1,0.4,2.53,2.85,0.9,0.21034,0.95684,3.06044
boric acid,dyspnoeas,1,0.4,2.53,1.71,0.9,0.2103,0.95663,3.05899
eptinezumab,dyspnoeas,52,196.93,0.26,0.42,0.27,0.21024,0.26599,0.3308
spectinomycin,dyspnoeas,2,2.63,0.76,0.65,0.63,0.21012,0.66901,1.55437
metyrapone,dyspnoeas,5,11.28,0.44,0.43,0.44,0.21,0.45195,0.83254
brompheniramine,dyspnoeas,31,110.15,0.28,0.28,0.28,0.20951,0.28464,0.37588
alcaftadine,dyspnoeas,4,8.24,0.49,0.3,0.47,0.20915,0.4903,0.95278
chlorzoxazone,dyspnoeas,4,8.26,0.48,0.47,0.47,0.20852,0.48884,0.94995
lazertinib,dyspnoeas,1,0.41,2.42,2.57,0.89,0.20823,0.9466,2.99334
dextromethorphan/quinidine,dyspnoeas,13,39.62,0.33,0.28,0.33,0.20793,0.33515,0.50591
calcifediol,dyspnoeas,3,5.38,0.56,0.55,0.52,0.20731,0.54807,1.14433
chlorothiazide,dyspnoeas,4,8.34,0.48,0.5,0.47,0.20703,0.48535,0.94317
levomethadyl,dyspnoeas,2,2.7,0.74,0.76,0.62,0.20667,0.65816,1.52859
fluocinonide,dyspnoeas,5,11.51,0.43,0.17,0.43,0.20628,0.44397,0.81786
oxprenolol,dyspnoeas,1,0.43,2.33,1.98,0.87,0.20618,0.93674,2.93229
duligotuzumab,dyspnoeas,3,5.42,0.55,0.85,0.52,0.20595,0.5445,1.13687
netarsudil,dyspnoeas,6,14.82,0.4,0.22,0.41,0.20586,0.41532,0.73367
papaveretum,dyspnoeas,1,0.43,2.3,2.85,0.87,0.20552,0.93361,2.91357
homatropine,dyspnoeas,3,5.45,0.55,0.5,0.52,0.20531,0.54282,1.13334
pegcetacoplan,dyspnoeas,3,5.46,0.55,0.44,0.52,0.20495,0.54187,1.13136
tilactase,dyspnoeas,1,0.44,2.26,2.57,0.87,0.20452,0.92883,2.88553
somatrem,dyspnoeas,11,32.77,0.34,0.28,0.34,0.20447,0.3437,0.53514
pemoline,dyspnoeas,16,51.93,0.31,0.3,0.31,0.20438,0.31405,0.4573
blinatumomab,dyspnoeas,53,207,0.26,0.27,0.26,0.20434,0.25793,0.32016
zonisamide,dyspnoeas,37,138.56,0.27,0.26,0.27,0.20388,0.26975,0.34845
perflubron,dyspnoeas,1,0.45,2.23,3.21,0.86,0.20383,0.92554,2.86666
hemin,dyspnoeas,6,15.01,0.4,0.52,0.4,0.20344,0.41047,0.7251
dihydroxyaluminum,dyspnoeas,6,15.09,0.4,0.4,0.4,0.20247,0.40853,0.72168
sulfanilamide,dyspnoeas,1,0.46,2.16,1.61,0.85,0.20209,0.91728,2.82057
vortioxetine,dyspnoeas,89,371.27,0.24,0.22,0.24,0.20142,0.24084,0.2851
erdafitinib,dyspnoeas,9,25.87,0.35,0.34,0.35,0.20116,0.35731,0.57869
evinacumab,dyspnoeas,2,2.84,0.7,0.97,0.6,0.20013,0.63759,1.4799
troxerutin,dyspnoeas,1,0.48,2.07,1.98,0.84,0.20003,0.90757,2.76858
emactuzumab,dyspnoeas,1,0.48,2.07,3.67,0.84,0.19994,0.90711,2.76622
edetate,dyspnoeas,2,2.85,0.7,0.97,0.6,0.19981,0.63659,1.47752
pexidartinib,dyspnoeas,14,45.27,0.31,0.32,0.31,0.19953,0.31602,0.47081
clomiphene,dyspnoeas,28,103.9,0.27,0.25,0.27,0.19771,0.27305,0.36545
danvatirsen,dyspnoeas,1,0.51,1.94,2.85,0.83,0.19648,0.89094,2.68459
alendronic acid,dyspnoeas,1,0.52,1.92,2.14,0.82,0.19578,0.88766,2.66867
paramethadione,dyspnoeas,1,0.54,1.84,1.83,0.81,0.19346,0.87687,2.61775
spirapril,dyspnoeas,1,0.55,1.83,1.83,0.81,0.19314,0.87541,2.61101
anticoagulant,dyspnoeas,41,164.72,0.25,0.17,0.25,0.19271,0.25135,0.32081
atogepant,dyspnoeas,22,80.68,0.27,0.23,0.28,0.19238,0.27719,0.38387
etravirine,dyspnoeas,14,47.14,0.3,0.3,0.3,0.19185,0.30386,0.45271
sinecatechins,dyspnoeas,1,0.56,1.79,1.03,0.8,0.19178,0.86909,2.58226
coenzyme Q10,dyspnoeas,1,0.56,1.78,1.61,0.8,0.19144,0.86752,2.57524
deoxycholic acid,dyspnoeas,1,0.57,1.76,1.51,0.8,0.19083,0.86472,2.56278
tiagabine,dyspnoeas,9,27.37,0.33,0.32,0.33,0.19069,0.33876,0.54868
chymoral,dyspnoeas,1,0.58,1.72,1.51,0.79,0.18961,0.85912,2.53818
cidofovir,dyspnoeas,10,31.46,0.32,0.39,0.32,0.18961,0.32703,0.51868
nitisinone,dyspnoeas,9,27.65,0.33,0.29,0.33,0.18888,0.33556,0.54351
elagolix,dyspnoeas,29,113.5,0.26,0.26,0.26,0.18857,0.25894,0.34495
igmesine,dyspnoeas,1,0.59,1.68,1.71,0.79,0.18841,0.8536,2.51444
edetate trisodium,dyspnoeas,1,0.59,1.68,1.98,0.79,0.18834,0.85327,2.51298
aripiprazole lauroxil,dyspnoeas,25,95.96,0.26,0.21,0.26,0.18786,0.26451,0.35961
dezocine,dyspnoeas,2,3.13,0.64,0.79,0.56,0.18745,0.5978,1.38621
secretin,dyspnoeas,1,0.6,1.65,2.14,0.78,0.18738,0.84888,2.49442
calcium citrate,dyspnoeas,1,0.6,1.65,1.51,0.78,0.18737,0.84884,2.49421
custirsen,dyspnoeas,1,0.61,1.65,1.98,0.78,0.18729,0.84846,2.49263
avibactam,dyspnoeas,9,28,0.32,0.35,0.33,0.18662,0.33157,0.53705
fenoterol/ipratropium,dyspnoeas,1,0.62,1.61,8.56,0.78,0.18588,0.84201,2.46579
copper,dyspnoeas,3,6.2,0.48,0.17,0.47,0.18503,0.48976,1.02245
ozogamicin,dyspnoeas,17,62.01,0.27,0.34,0.28,0.18456,0.27996,0.40362
desipramine,dyspnoeas,25,97.82,0.26,0.25,0.26,0.18434,0.25955,0.35286
quinidine,dyspnoeas,28,111.6,0.25,0.23,0.25,0.18423,0.25445,0.34056
nirmatrelvir,dyspnoeas,1,0.64,1.57,1.71,0.77,0.1842,0.83438,2.43466
cobicistat,dyspnoeas,8,24.43,0.33,0.31,0.33,0.18403,0.33854,0.56182
floxacillin,dyspnoeas,2,3.22,0.62,0.68,0.55,0.18398,0.58692,1.36068
alphaprodine,dyspnoeas,3,6.25,0.48,0.55,0.47,0.18393,0.48688,1.01645
samidorphan,dyspnoeas,7,20.56,0.34,0.34,0.35,0.1839,0.3527,0.60225
tasimelteon,dyspnoeas,54,235.03,0.23,0.23,0.23,0.18387,0.23159,0.28692
lutetium lu 177 vipivotide tetraxetan,dyspnoeas,3,6.26,0.48,0.63,0.47,0.18377,0.48648,1.0156
hyaluronic acid,dyspnoeas,1,0.64,1.55,1.22,0.77,0.18363,0.83176,2.42414
inotuzumab ozogamicin,dyspnoeas,12,40.87,0.29,0.34,0.3,0.18345,0.30163,0.46208
magnesium silicate,dyspnoeas,1,0.65,1.53,1.51,0.76,0.18278,0.82792,2.40883
cefpodoxime proxetil,dyspnoeas,4,9.66,0.41,0.39,0.41,0.18231,0.42784,0.83153
burosumab,dyspnoeas,31,127,0.24,0.2,0.25,0.18202,0.24731,0.3266
alfadex,dyspnoeas,1,0.66,1.51,1.98,0.76,0.18197,0.82424,2.39434
ieramilimab,dyspnoeas,1,0.66,1.51,2.33,0.76,0.18197,0.82423,2.39428
magnesium sulfate/sodium,dyspnoeas,33,136.45,0.24,0.24,0.24,0.18196,0.24485,0.32079
deoxycholic,dyspnoeas,17,62.99,0.27,0.23,0.27,0.18175,0.27571,0.39749
primidone,dyspnoeas,14,49.85,0.28,0.27,0.28,0.18172,0.28785,0.42888
bezafibrate,dyspnoeas,1,0.67,1.48,1.51,0.75,0.18095,0.8196,2.37622
streptomycin,dyspnoeas,5,13.34,0.37,0.32,0.38,0.18078,0.38943,0.71754
sotrastaurin,dyspnoeas,1,0.68,1.48,1.51,0.75,0.18068,0.81837,2.37146
rifabutin,dyspnoeas,9,28.98,0.31,0.29,0.32,0.18059,0.32088,0.51976
brolucizumab,dyspnoeas,15,54.62,0.27,0.14,0.28,0.18036,0.28121,0.414
gramicidin,dyspnoeas,1,0.69,1.46,0.89,0.75,0.17995,0.81509,2.35882
cinnamon,dyspnoeas,3,6.44,0.47,0.39,0.45,0.1795,0.4753,0.99228
brivaracetam,dyspnoeas,20,77.45,0.26,0.23,0.26,0.17936,0.26321,0.3698
cyproheptadine,dyspnoeas,6,17.26,0.35,0.33,0.35,0.17898,0.36136,0.63848
mesoridazine,dyspnoeas,6,17.28,0.35,0.34,0.35,0.17878,0.36095,0.63777
viltolarsen,dyspnoeas,2,3.38,0.59,0.97,0.53,0.17779,0.56752,1.31528
growth hormone,dyspnoeas,140,687.9,0.2,0.16,0.2,0.17718,0.2042,0.23383
zomepirac,dyspnoeas,1,0.72,1.38,1.35,0.74,0.17659,0.79989,2.30158
solriamfetol,dyspnoeas,12,42.52,0.28,0.25,0.29,0.17654,0.2903,0.44474
aminocaproate,dyspnoeas,4,10.06,0.4,0.46,0.4,0.17609,0.41339,0.8035
antihemophilic,dyspnoeas,121,592.56,0.2,0.26,0.2,0.17594,0.20499,0.23707
ipecac,dyspnoeas,1,0.73,1.36,1.35,0.73,0.17588,0.79672,2.28987
besifloxacin,dyspnoeas,3,6.62,0.45,0.26,0.44,0.17549,0.46482,0.97041
flucytosine,dyspnoeas,4,10.1,0.4,0.41,0.4,0.17547,0.41195,0.80071
succinylcholine,dyspnoeas,23,93.31,0.25,0.3,0.25,0.17547,0.25079,0.34506
hydroxocobalamin,dyspnoeas,3,6.62,0.45,0.48,0.44,0.17545,0.46471,0.97019
pibrentasvir,dyspnoeas,2,3.46,0.58,0.57,0.53,0.17477,0.55806,1.29317
istradefylline,dyspnoeas,29,122.74,0.24,0.23,0.24,0.17453,0.23969,0.31932
cyclizine,dyspnoeas,2,3.48,0.57,0.56,0.52,0.17419,0.55621,1.28884
lepirudin,dyspnoeas,7,21.91,0.32,0.39,0.33,0.17324,0.33235,0.56757
elvitegravir,dyspnoeas,7,21.93,0.32,0.3,0.33,0.17311,0.33209,0.56712
apremilast,dyspnoeas,781,4268.04,0.18,0.18,0.18,0.17254,0.1831,0.19409
clonixin,dyspnoeas,2,3.54,0.57,0.46,0.52,0.1722,0.54999,1.27435
sodium citrate,dyspnoeas,37,165.73,0.22,0.15,0.22,0.17072,0.22589,0.29182
strontium,dyspnoeas,7,22.27,0.31,0.46,0.32,0.17056,0.32724,0.55884
macrogol,dyspnoeas,152,783.63,0.19,0.19,0.19,0.16983,0.19458,0.22164
polyvinyl alcohol,dyspnoeas,1,0.81,1.24,0.8,0.71,0.16977,0.76935,2.19207
diphtheria vaccine,dyspnoeas,42,192.69,0.22,0.18,0.22,0.16944,0.22027,0.28039
triazolam,dyspnoeas,55,260.7,0.21,0.21,0.21,0.16925,0.21272,0.26306
procarbazine,dyspnoeas,37,167.46,0.22,0.22,0.22,0.16898,0.22358,0.28883
crotamiton,dyspnoeas,1,0.83,1.21,0.44,0.7,0.16849,0.76365,2.17229
diethylstilbestrol,dyspnoeas,9,31.35,0.29,0.23,0.29,0.1675,0.29769,0.48225
benzylpenicillin,dyspnoeas,3,7.04,0.43,0.39,0.42,0.16683,0.44218,0.92321
guanadrel,dyspnoeas,2,3.71,0.54,0.54,0.5,0.16652,0.5322,1.2329
glutamine,dyspnoeas,14,54.59,0.26,0.27,0.26,0.16632,0.26349,0.39262
eszopiclone,dyspnoeas,86,433.95,0.2,0.2,0.2,0.16613,0.19927,0.23656
collagen,dyspnoeas,1,0.87,1.15,0.86,0.69,0.16523,0.74912,2.12285
neomycin,dyspnoeas,9,31.86,0.28,0.2,0.29,0.16495,0.29318,0.47496
calaspargase pegol,dyspnoeas,1,0.88,1.14,1.51,0.68,0.16467,0.74663,2.11451
lasmiditan,dyspnoeas,7,23.14,0.3,0.25,0.31,0.16456,0.31577,0.5393
caspofungin,dyspnoeas,30,135.54,0.22,0.29,0.22,0.16442,0.22458,0.29786
benzoyl peroxide,dyspnoeas,218,1187.18,0.18,0.03,0.18,0.16433,0.18405,0.20527
epoetin beta,dyspnoeas,13,50.56,0.26,0.29,0.26,0.16413,0.26466,0.3996
clodronate,dyspnoeas,1,0.89,1.13,1.22,0.68,0.16383,0.74291,2.10205
tigecycline,dyspnoeas,24,105.59,0.23,0.3,0.23,0.16313,0.23137,0.31641
dactinomycin,dyspnoeas,14,55.7,0.25,0.31,0.26,0.16309,0.25838,0.38503
thioridazine,dyspnoeas,27,121.16,0.22,0.22,0.23,0.16296,0.22645,0.30461
axicabtagene ciloleucel,dyspnoeas,49,238.89,0.21,0.27,0.21,0.16247,0.20706,0.25914
thioguanine,dyspnoeas,6,19.16,0.31,0.3,0.32,0.16243,0.32812,0.57987
fenoterol,dyspnoeas,1,0.91,1.1,2.85,0.67,0.16236,0.73638,2.0804
teicoplanin,dyspnoeas,1,0.91,1.1,1.35,0.67,0.16226,0.73594,2.07895
protriptyline,dyspnoeas,3,7.41,0.4,0.41,0.41,0.15984,0.4239,0.88512
cefpiramide,dyspnoeas,4,11.23,0.36,0.37,0.36,0.15977,0.37543,0.72989
ceftaroline,dyspnoeas,2,3.93,0.51,0.72,0.48,0.15961,0.51056,1.18258
mepenzolate,dyspnoeas,1,0.96,1.04,1.03,0.66,0.15893,0.72119,2.03079
chlormezanone,dyspnoeas,2,3.97,0.5,0.25,0.48,0.15831,0.50651,1.17315
lonapegsomatropin,dyspnoeas,3,7.53,0.4,0.35,0.4,0.15771,0.41832,0.8735
xylometazoline,dyspnoeas,1,0.98,1.02,0.95,0.65,0.15718,0.7135,2.00606
elranatamab,dyspnoeas,1,0.99,1.01,0.89,0.65,0.15658,0.71082,1.99752
vinflunine,dyspnoeas,1,1,1,1.43,0.65,0.15648,0.71038,1.99609
binetrakin,dyspnoeas,1,1,1,1.28,0.65,0.15635,0.70982,1.99431
dirithromycin,dyspnoeas,3,7.66,0.39,0.36,0.39,0.15541,0.4123,0.86095
meclofenamate,dyspnoeas,6,20.13,0.3,0.3,0.31,0.15514,0.31348,0.55407
cerivastatin,dyspnoeas,117,648.39,0.18,0.18,0.18,0.15512,0.18122,0.21008
biotin,dyspnoeas,1,1.02,0.98,0.83,0.64,0.15506,0.70413,1.97626
propantheline,dyspnoeas,1,1.02,0.98,0.89,0.64,0.15499,0.70383,1.97531
carbinoxamine,dyspnoeas,2,4.09,0.49,0.46,0.47,0.15488,0.49579,1.14826
opium,dyspnoeas,2,4.1,0.49,0.48,0.47,0.15483,0.49559,1.1478
vecuronium,dyspnoeas,17,74.2,0.23,0.3,0.23,0.15478,0.23484,0.33862
dinutuximab,dyspnoeas,6,20.19,0.3,0.47,0.3,0.15469,0.31258,0.55248
lidocaine/prilocaine,dyspnoeas,1,1.03,0.97,0.63,0.64,0.15427,0.70064,1.96524
bendroflumethiazide,dyspnoeas,2,4.13,0.48,0.46,0.46,0.15382,0.49245,1.14051
nalidixate,dyspnoeas,3,7.78,0.39,0.39,0.39,0.15342,0.40711,0.85015
benzphetamine,dyspnoeas,2,4.15,0.48,0.47,0.46,0.15327,0.49074,1.13655
trihexyphenidyl,dyspnoeas,5,16.03,0.31,0.3,0.32,0.15289,0.32976,0.60784
ethinyl estradiol/norethindrone,dyspnoeas,35,174.17,0.2,0.2,0.2,0.15266,0.20364,0.26486
delafloxacin,dyspnoeas,3,7.85,0.38,0.38,0.39,0.15218,0.40385,0.84337
levonordefrin,dyspnoeas,3,7.85,0.38,0.3,0.39,0.15217,0.40383,0.84334
doripenem,dyspnoeas,8,29.94,0.27,0.41,0.27,0.15166,0.27922,0.46355
dextropropoxyphene,dyspnoeas,1,1.08,0.93,0.86,0.63,0.15142,0.68811,1.92599
isoxepac,dyspnoeas,3,7.93,0.38,0.28,0.38,0.15087,0.40043,0.83625
zopiclone,dyspnoeas,2,4.24,0.47,0.43,0.45,0.15084,0.48311,1.11886
emtricitabine,dyspnoeas,182,1068.94,0.17,0.16,0.17,0.1508,0.17074,0.19236
tripelennamine,dyspnoeas,2,4.24,0.47,0.45,0.45,0.15075,0.48285,1.11824
thiopental,dyspnoeas,5,16.32,0.31,0.41,0.32,0.15034,0.32431,0.59783
tixagevimab,dyspnoeas,1,1.1,0.91,0.95,0.62,0.15017,0.68263,1.90902
eptifibatide,dyspnoeas,23,109.29,0.21,0.29,0.21,0.15012,0.21459,0.29528
tenofovir,dyspnoeas,288,1743.55,0.17,0.16,0.17,0.14997,0.16548,0.18201
satralizumab,dyspnoeas,5,16.41,0.3,0.27,0.31,0.1496,0.32271,0.59489
prothrombin,dyspnoeas,11,45.33,0.24,0.33,0.25,0.14951,0.25153,0.39178
fidaxomicin,dyspnoeas,10,40.32,0.25,0.24,0.25,0.14933,0.25774,0.40893
mebrofenin,dyspnoeas,1,1.12,0.9,1.35,0.62,0.14889,0.67698,1.89158
pirtobrutinib,dyspnoeas,1,1.12,0.89,0.83,0.62,0.14887,0.67692,1.89141
ketotifen,dyspnoeas,13,56.59,0.23,0.16,0.23,0.14705,0.23718,0.35816
piperazine,dyspnoeas,1,1.15,0.87,0.86,0.61,0.14672,0.66748,1.86248
esmolol,dyspnoeas,6,21.39,0.28,0.37,0.29,0.1465,0.29612,0.52346
radiation,dyspnoeas,1,1.16,0.86,0.71,0.61,0.14619,0.66518,1.8555
doravirine,dyspnoeas,2,4.43,0.45,0.44,0.44,0.14585,0.46752,1.08274
mivacurium,dyspnoeas,11,46.59,0.24,0.31,0.24,0.14556,0.2449,0.38148
tirofiban,dyspnoeas,32,165.48,0.19,0.25,0.2,0.14515,0.19626,0.25816
idecabtagene vicleucel,dyspnoeas,7,26.49,0.26,0.34,0.27,0.14476,0.27795,0.47485
corticosteroids,dyspnoeas,1,1.19,0.84,0.66,0.6,0.1447,0.65865,1.83566
mafenide,dyspnoeas,1,1.2,0.84,0.2,0.6,0.14428,0.65681,1.83011
selumetinib,dyspnoeas,4,12.6,0.32,0.32,0.33,0.14404,0.33884,0.65898
tromethamine,dyspnoeas,1,1.2,0.83,0.99,0.6,0.14393,0.65529,1.82553
methylene blue,dyspnoeas,4,12.64,0.32,0.38,0.33,0.14368,0.33801,0.65736
salicyl alcohol,dyspnoeas,1,1.21,0.83,1.12,0.6,0.14367,0.65412,1.82201
thiamylal,dyspnoeas,1,1.21,0.83,1.12,0.6,0.14366,0.65411,1.82195
zalcitabine,dyspnoeas,4,13.09,0.31,0.3,0.32,0.13914,0.32745,0.63691
pipecuronium,dyspnoeas,1,1.3,0.77,1.17,0.58,0.13893,0.63345,1.76019
