activeingred,reaction,N,E,RR,PRR,EBGM,EBGM_05,EBGM_50,EBGM_95
ciclopirox,dyspnoeas,7,16.7,0.42,0.42,0.41,0.21998,0.42389,0.72637
lorcaserin,dyspnoeas,31,104.7,0.3,0.3,0.3,0.2196,0.29852,0.39439
lutetium Lu177 dotatate,dyspnoeas,31,104.74,0.3,0.3,0.3,0.21952,0.29841,0.39424
duvelisib,dyspnoeas,2,2.34,0.86,0.86,0.67,0.21849,0.71547,1.68937
minoxidil,dyspnoeas,619,2652.27,0.23,0.23,0.23,0.21842,0.23352,0.24929
"insulin, isophane",dyspnoeas,31,105.36,0.29,0.29,0.3,0.21824,0.29667,0.39194
blinatumomab,dyspnoeas,53,193.71,0.27,0.27,0.27,0.21788,0.27508,0.34152
nitazoxanide,dyspnoeas,5,10.63,0.47,0.47,0.46,0.21729,0.47164,0.87376
caspofungin,dyspnoeas,30,102.01,0.29,0.29,0.29,0.21706,0.2966,0.39354
auranofin,dyspnoeas,24,78.73,0.3,0.3,0.31,0.21695,0.30791,0.42131
axicabtagene ciloleucel,dyspnoeas,49,178.29,0.27,0.27,0.28,0.21685,0.27643,0.34603
dulaglutide,dyspnoeas,416,1771.16,0.23,0.23,0.23,0.21663,0.23507,0.25452
clothiapine,dyspnoeas,1,0.27,3.67,3.67,0.99,0.21612,1.04863,3.76568
emactuzumab,dyspnoeas,1,0.27,3.67,3.67,0.99,0.21612,1.04863,3.76568
faldaprevir,dyspnoeas,1,0.27,3.67,3.67,0.99,0.21612,1.04863,3.76568
hydroxyamphetamine,dyspnoeas,1,0.27,3.67,3.67,0.99,0.21612,1.04863,3.76568
nadide,dyspnoeas,1,0.27,3.67,3.67,0.99,0.21612,1.04863,3.76568
niclosamide,dyspnoeas,1,0.27,3.67,3.67,0.99,0.21612,1.04863,3.76568
penicillin procaine,dyspnoeas,1,0.27,3.67,3.67,0.99,0.21612,1.04863,3.76568
pivampicillin,dyspnoeas,1,0.27,3.67,3.67,0.99,0.21612,1.04863,3.76568
quinethazone,dyspnoeas,1,0.27,3.67,3.67,0.99,0.21612,1.04863,3.76568
st. john's wort,dyspnoeas,1,0.27,3.67,3.67,0.99,0.21612,1.04863,3.76568
adefovir,dyspnoeas,17,52.6,0.32,0.32,0.32,0.21548,0.32727,0.47231
methylnaltrexone,dyspnoeas,12,34.38,0.35,0.35,0.35,0.21497,0.35421,0.54355
butalbital,dyspnoeas,23,75.81,0.3,0.3,0.3,0.21437,0.30661,0.42213
thrombin,dyspnoeas,7,17.21,0.41,0.41,0.4,0.21399,0.41237,0.70664
trifluoperazine,dyspnoeas,14,42.13,0.33,0.33,0.33,0.21246,0.3371,0.50295
succinylcholine,dyspnoeas,23,76.55,0.3,0.3,0.3,0.21233,0.3037,0.41812
cannabidiol,dyspnoeas,87,343.93,0.25,0.25,0.25,0.21186,0.25387,0.30111
tazarotene,dyspnoeas,9,24.22,0.37,0.37,0.37,0.21184,0.37762,0.61322
tigecycline,dyspnoeas,24,80.99,0.3,0.3,0.3,0.211,0.29947,0.40977
clobazam,dyspnoeas,40,146.33,0.27,0.27,0.27,0.21031,0.27532,0.35252
cysteamine,dyspnoeas,14,42.6,0.33,0.33,0.33,0.2102,0.33352,0.49761
canrenoate,dyspnoeas,1,0.31,3.21,3.21,0.95,0.2101,1.0165,3.4636
carbetapentane,dyspnoeas,1,0.31,3.21,3.21,0.95,0.2101,1.0165,3.4636
deslanoside,dyspnoeas,1,0.31,3.21,3.21,0.95,0.2101,1.0165,3.4636
methylsalicylate,dyspnoeas,1,0.31,3.21,3.21,0.95,0.2101,1.0165,3.4636
perflubron,dyspnoeas,1,0.31,3.21,3.21,0.95,0.2101,1.0165,3.4636
rozanolixizumab,dyspnoeas,1,0.31,3.21,3.21,0.95,0.2101,1.0165,3.4636
terpin hydrate,dyspnoeas,1,0.31,3.21,3.21,0.95,0.2101,1.0165,3.4636
chlorothiazide,dyspnoeas,4,7.98,0.5,0.5,0.48,0.21001,0.49812,0.97521
lifitegrast,dyspnoeas,87,347.01,0.25,0.25,0.25,0.20998,0.25163,0.29845
mechlorethamine,dyspnoeas,28,97.54,0.29,0.29,0.29,0.20971,0.2898,0.38809
varicella,dyspnoeas,2,2.49,0.8,0.8,0.65,0.20966,0.68682,1.62019
naldemedine,dyspnoeas,8,21.06,0.38,0.38,0.38,0.20906,0.38613,0.64273
tavaborole,dyspnoeas,8,21.1,0.38,0.38,0.38,0.2087,0.38546,0.64161
dezocine,dyspnoeas,2,2.53,0.79,0.79,0.64,0.20756,0.68001,1.60383
inotuzumab ozogamicin,dyspnoeas,12,35.71,0.34,0.34,0.34,0.20728,0.34157,0.52416
pexidartinib,dyspnoeas,14,43.26,0.32,0.32,0.32,0.20708,0.32858,0.49024
brompheniramine,dyspnoeas,31,111.44,0.28,0.28,0.28,0.20648,0.28069,0.37084
deucravacitinib,dyspnoeas,11,32.36,0.34,0.34,0.34,0.20516,0.34583,0.53956
alisertib,dyspnoeas,1,0.35,2.85,2.85,0.92,0.20456,0.98763,3.24405
clenbuterol,dyspnoeas,1,0.35,2.85,2.85,0.92,0.20456,0.98763,3.24405
danvatirsen,dyspnoeas,1,0.35,2.85,2.85,0.92,0.20456,0.98763,3.24405
fenoterol,dyspnoeas,1,0.35,2.85,2.85,0.92,0.20456,0.98763,3.24405
ferric fructose,dyspnoeas,1,0.35,2.85,2.85,0.92,0.20456,0.98763,3.24405
myeloperoxidase,dyspnoeas,1,0.35,2.85,2.85,0.92,0.20456,0.98763,3.24405
ocuvite,dyspnoeas,1,0.35,2.85,2.85,0.92,0.20456,0.98763,3.24405
papaveretum,dyspnoeas,1,0.35,2.85,2.85,0.92,0.20456,0.98763,3.24405
pyroxylin,dyspnoeas,1,0.35,2.85,2.85,0.92,0.20456,0.98763,3.24405
veliparib,dyspnoeas,1,0.35,2.85,2.85,0.92,0.20456,0.98763,3.24405
lepirudin,dyspnoeas,7,18.07,0.39,0.39,0.39,0.20455,0.39423,0.67559
azelaic acid,dyspnoeas,11,32.51,0.34,0.34,0.34,0.20422,0.34424,0.53708
levetiracetam,dyspnoeas,364,1641.74,0.22,0.22,0.22,0.20336,0.22193,0.2416
emtricitabine/tenofovir,dyspnoeas,12,36.56,0.33,0.33,0.33,0.2026,0.33386,0.51234
eptifibatide,dyspnoeas,23,80.33,0.29,0.29,0.29,0.20251,0.28965,0.3988
cinacalcet,dyspnoeas,262,1168.97,0.22,0.22,0.22,0.20242,0.22443,0.24799
vecuronium,dyspnoeas,17,56.19,0.3,0.3,0.3,0.20206,0.3069,0.44293
levomethadyl,dyspnoeas,2,2.65,0.76,0.76,0.62,0.20151,0.6604,1.55673
avibactam,dyspnoeas,9,25.58,0.35,0.35,0.35,0.20112,0.35855,0.58228
dihydroxyaluminum,dyspnoeas,6,14.99,0.4,0.4,0.4,0.20047,0.4072,0.72263
alphaprodine,dyspnoeas,3,5.41,0.55,0.55,0.52,0.20041,0.5392,1.13733
metyrapone,dyspnoeas,5,11.68,0.43,0.43,0.42,0.19977,0.43377,0.80368
tocopherol,dyspnoeas,2,2.69,0.74,0.74,0.62,0.19957,0.65411,1.54167
bisacodyl tannex,dyspnoeas,1,0.39,2.57,2.57,0.89,0.19941,0.96129,3.07409
lazertinib,dyspnoeas,1,0.39,2.57,2.57,0.89,0.19941,0.96129,3.07409
sotagliflozin,dyspnoeas,1,0.39,2.57,2.57,0.89,0.19941,0.96129,3.07409
tilactase,dyspnoeas,1,0.39,2.57,2.57,0.89,0.19941,0.96129,3.07409
calcifediol,dyspnoeas,3,5.45,0.55,0.55,0.51,0.19927,0.53614,1.13087
chlorzoxazone,dyspnoeas,4,8.49,0.47,0.47,0.46,0.1992,0.47267,0.9254
prothrombin,dyspnoeas,11,33.37,0.33,0.33,0.33,0.19918,0.33576,0.52386
pemoline,dyspnoeas,16,53.15,0.3,0.3,0.3,0.19859,0.30565,0.44563
nomifensine,dyspnoeas,10,29.67,0.34,0.34,0.34,0.19858,0.34355,0.54614
dactinomycin,dyspnoeas,14,45.36,0.31,0.31,0.31,0.19775,0.31379,0.4682
petrolatum,dyspnoeas,6,15.22,0.39,0.39,0.39,0.19764,0.40148,0.71249
omega 3,dyspnoeas,11,33.68,0.33,0.33,0.33,0.1974,0.33277,0.51921
demeclocycline,dyspnoeas,3,5.53,0.54,0.54,0.51,0.19701,0.53013,1.11817
dexmethylphenidate,dyspnoeas,18,61.91,0.29,0.29,0.29,0.19654,0.29494,0.42172
cholic acid,dyspnoeas,4,8.64,0.46,0.46,0.45,0.1961,0.46534,0.91108
ambenonium,dyspnoeas,2,2.76,0.72,0.72,0.6,0.19579,0.64189,1.51244
ceftaroline,dyspnoeas,2,2.76,0.72,0.72,0.6,0.19579,0.64189,1.51244
zonisamide,dyspnoeas,37,144.18,0.26,0.26,0.26,0.19549,0.25876,0.33439
bovine,dyspnoeas,1,0.43,2.33,2.33,0.87,0.19459,0.93702,2.93631
castor oil,dyspnoeas,1,0.43,2.33,2.33,0.87,0.19459,0.93702,2.93631
ieramilimab,dyspnoeas,1,0.43,2.33,2.33,0.87,0.19459,0.93702,2.93631
phosphoric acid,dyspnoeas,1,0.43,2.33,2.33,0.87,0.19459,0.93702,2.93631
aminocaproate,dyspnoeas,4,8.72,0.46,0.46,0.45,0.19458,0.46177,0.90409
linaclotide,dyspnoeas,89,384.58,0.23,0.23,0.23,0.19427,0.23231,0.27503
brexpiprazole,dyspnoeas,62,259.24,0.24,0.24,0.24,0.19389,0.24044,0.2939
ixekizumab,dyspnoeas,159,719.87,0.22,0.22,0.22,0.1938,0.22137,0.25145
bcg,dyspnoeas,3,5.65,0.53,0.53,0.5,0.19373,0.52136,1.09966
erdafitinib,dyspnoeas,9,26.67,0.34,0.34,0.34,0.19328,0.34462,0.55968
dyclonine,dyspnoeas,3,5.72,0.52,0.52,0.49,0.1916,0.51567,1.08766
entecavir,dyspnoeas,39,156.68,0.25,0.25,0.25,0.19101,0.25094,0.32227
elapegademase,dyspnoeas,2,2.88,0.69,0.69,0.59,0.19039,0.6244,1.47069
thiopental,dyspnoeas,5,12.34,0.41,0.41,0.4,0.19011,0.41289,0.76505
alendronic acid,dyspnoeas,1,0.47,2.14,2.14,0.84,0.19005,0.91444,2.8207
emedastine,dyspnoeas,1,0.47,2.14,2.14,0.84,0.19005,0.91444,2.8207
secretin,dyspnoeas,1,0.47,2.14,2.14,0.84,0.19005,0.91444,2.8207
etravirine,dyspnoeas,14,47.27,0.3,0.3,0.3,0.18998,0.30148,0.44984
elagolix,dyspnoeas,29,112.53,0.26,0.26,0.26,0.18954,0.26044,0.34713
mivacurium,dyspnoeas,11,35.35,0.31,0.31,0.31,0.18839,0.3176,0.49556
aflibercept,dyspnoeas,162,759.35,0.21,0.21,0.21,0.18742,0.21382,0.2426
tirofiban,dyspnoeas,32,127.48,0.25,0.25,0.25,0.1874,0.25349,0.33355
floxacillin,dyspnoeas,2,2.96,0.68,0.68,0.58,0.18694,0.61326,1.44415
tazocillin,dyspnoeas,11,35.74,0.31,0.31,0.31,0.18641,0.31427,0.49037
oxybutynin,dyspnoeas,79,352.15,0.22,0.22,0.22,0.18633,0.22534,0.26945
alfadex,dyspnoeas,1,0.51,1.98,1.98,0.82,0.18575,0.89331,2.72114
custirsen,dyspnoeas,1,0.51,1.98,1.98,0.82,0.18575,0.89331,2.72114
edetate trisodium,dyspnoeas,1,0.51,1.98,1.98,0.82,0.18575,0.89331,2.72114
oxprenolol,dyspnoeas,1,0.51,1.98,1.98,0.82,0.18575,0.89331,2.72114
troxerutin,dyspnoeas,1,0.51,1.98,1.98,0.82,0.18575,0.89331,2.72114
clomiphene,dyspnoeas,28,110.31,0.25,0.25,0.26,0.18571,0.25665,0.34371
poractant,dyspnoeas,8,23.91,0.33,0.33,0.34,0.18552,0.34274,0.57059
esmolol,dyspnoeas,6,16.35,0.37,0.37,0.37,0.18502,0.37594,0.66724
vortioxetine,dyspnoeas,89,406.89,0.22,0.22,0.22,0.18365,0.21962,0.26
sarecycline,dyspnoeas,2,3.04,0.66,0.66,0.57,0.18362,0.60251,1.41859
homatropine,dyspnoeas,3,6.04,0.5,0.5,0.47,0.1835,0.49411,1.04217
penicillin g procaine,dyspnoeas,8,24.3,0.33,0.33,0.33,0.1827,0.33755,0.56196
magnesium sulfate/sodium,dyspnoeas,33,135.77,0.24,0.24,0.24,0.18232,0.24546,0.32171
samidorphan,dyspnoeas,7,20.44,0.34,0.34,0.34,0.18222,0.35135,0.60219
tiagabine,dyspnoeas,9,28.39,0.32,0.32,0.32,0.18213,0.32478,0.5275
spectinomycin,dyspnoeas,2,3.08,0.65,0.65,0.56,0.182,0.59728,1.40615
tasimelteon,dyspnoeas,54,237.13,0.23,0.23,0.23,0.18193,0.22919,0.28401
idecabtagene vicleucel,dyspnoeas,7,20.48,0.34,0.34,0.34,0.1819,0.35072,0.60112
isoflurophate,dyspnoeas,1,0.55,1.83,1.83,0.8,0.18168,0.87343,2.63365
paramethadione,dyspnoeas,1,0.55,1.83,1.83,0.8,0.18168,0.87343,2.63365
spirapril,dyspnoeas,1,0.55,1.83,1.83,0.8,0.18168,0.87343,2.63365
epoetin beta,dyspnoeas,13,45.32,0.29,0.29,0.29,0.18114,0.29263,0.44252
rintatolimod,dyspnoeas,4,9.54,0.42,0.42,0.41,0.17995,0.42729,0.83666
hydroxocobalamin,dyspnoeas,3,6.19,0.48,0.48,0.46,0.17971,0.48399,1.02082
desipramine,dyspnoeas,25,100.22,0.25,0.25,0.25,0.17926,0.2526,0.34364
alprostadil,dyspnoeas,56,252.04,0.22,0.22,0.22,0.17824,0.22359,0.27606
nepafenac,dyspnoeas,11,37.5,0.29,0.29,0.3,0.17799,0.3001,0.46828
boric acid,dyspnoeas,1,0.58,1.71,1.71,0.78,0.17781,0.85465,2.55553
igmesine,dyspnoeas,1,0.58,1.71,1.71,0.78,0.17781,0.85465,2.55553
nirmatrelvir,dyspnoeas,1,0.58,1.71,1.71,0.78,0.17781,0.85465,2.55553
oxybenzone,dyspnoeas,1,0.58,1.71,1.71,0.78,0.17781,0.85465,2.55553
flucytosine,dyspnoeas,4,9.7,0.41,0.41,0.41,0.17741,0.42129,0.82494
interferon alfa-n3,dyspnoeas,2,3.23,0.62,0.62,0.54,0.1758,0.57722,1.35856
dextromethorphan/quinidine,dyspnoeas,13,46.8,0.28,0.28,0.28,0.17556,0.28364,0.42893
silver,dyspnoeas,7,21.34,0.33,0.33,0.33,0.17502,0.3375,0.57849
coenzyme Q10,dyspnoeas,1,0.62,1.61,1.61,0.77,0.17411,0.83684,2.48488
sulfanilamide,dyspnoeas,1,0.62,1.61,1.61,0.77,0.17411,0.83684,2.48488
apremilast,dyspnoeas,781,4238.83,0.18,0.18,0.18,0.17371,0.18434,0.1954
prasterone,dyspnoeas,10,34.23,0.29,0.29,0.29,0.17311,0.29958,0.47631
ammonium lactate,dyspnoeas,2,3.31,0.6,0.6,0.53,0.17285,0.5677,1.33598
primidone,dyspnoeas,14,52.41,0.27,0.27,0.27,0.1718,0.27266,0.40687
somatrem,dyspnoeas,11,38.9,0.28,0.28,0.29,0.17178,0.28965,0.45199
glutamine,dyspnoeas,14,52.68,0.27,0.27,0.27,0.17093,0.27128,0.40482
mesoridazine,dyspnoeas,6,17.83,0.34,0.34,0.34,0.17072,0.34701,0.61596
bezafibrate,dyspnoeas,1,0.66,1.51,1.51,0.75,0.17058,0.8199,2.42034
calaspargase pegol,dyspnoeas,1,0.66,1.51,1.51,0.75,0.17058,0.8199,2.42034
calcium citrate,dyspnoeas,1,0.66,1.51,1.51,0.75,0.17058,0.8199,2.42034
chymoral,dyspnoeas,1,0.66,1.51,1.51,0.75,0.17058,0.8199,2.42034
deoxycholic acid,dyspnoeas,1,0.66,1.51,1.51,0.75,0.17058,0.8199,2.42034
magnesium silicate,dyspnoeas,1,0.66,1.51,1.51,0.75,0.17058,0.8199,2.42034
sotrastaurin,dyspnoeas,1,0.66,1.51,1.51,0.75,0.17058,0.8199,2.42034
cobicistat,dyspnoeas,8,26.2,0.31,0.31,0.31,0.17002,0.3142,0.52313
pancuronium,dyspnoeas,7,22.04,0.32,0.32,0.32,0.16976,0.3274,0.5612
cefpodoxime proxetil,dyspnoeas,4,10.2,0.39,0.39,0.39,0.16961,0.40291,0.78902
istradefylline,dyspnoeas,29,126.08,0.23,0.23,0.23,0.16937,0.23274,0.31022
amyl nitrite,dyspnoeas,6,17.99,0.33,0.33,0.34,0.16934,0.34422,0.61101
cyproheptadine,dyspnoeas,6,17.99,0.33,0.33,0.34,0.16934,0.34422,0.61101
etonogestrel,dyspnoeas,277,1485.83,0.19,0.19,0.19,0.16887,0.18669,0.20573
procarbazine,dyspnoeas,37,167.97,0.22,0.22,0.22,0.168,0.22239,0.28741
triazolam,dyspnoeas,55,262.98,0.21,0.21,0.21,0.16749,0.21055,0.26043
nitisinone,dyspnoeas,9,30.99,0.29,0.29,0.29,0.16741,0.2986,0.48502
rifabutin,dyspnoeas,9,31.03,0.29,0.29,0.29,0.16721,0.29824,0.48444
vinflunine,dyspnoeas,1,0.7,1.43,1.43,0.73,0.16719,0.80375,2.36086
pegcetacoplan,dyspnoeas,3,6.78,0.44,0.44,0.43,0.16675,0.44945,0.94804
quinidine,dyspnoeas,28,123.35,0.23,0.23,0.23,0.16627,0.2298,0.30776
povidone-iodine,dyspnoeas,12,44.93,0.27,0.27,0.27,0.1659,0.27349,0.41977
pibrentasvir,dyspnoeas,2,3.5,0.57,0.57,0.51,0.16589,0.5452,1.28274
eszopiclone,dyspnoeas,86,434.46,0.2,0.2,0.2,0.16574,0.19884,0.23606
cyclizine,dyspnoeas,2,3.54,0.56,0.56,0.51,0.16456,0.54091,1.27261
tiragolumab,dyspnoeas,5,14.48,0.35,0.35,0.35,0.16433,0.35721,0.66205
macrogol,dyspnoeas,152,811.1,0.19,0.19,0.19,0.16398,0.18789,0.21403
ipecac,dyspnoeas,1,0.74,1.35,1.35,0.72,0.16395,0.78833,2.30566
mebrofenin,dyspnoeas,1,0.74,1.35,1.35,0.72,0.16395,0.78833,2.30566
teicoplanin,dyspnoeas,1,0.74,1.35,1.35,0.72,0.16395,0.78833,2.30566
zomepirac,dyspnoeas,1,0.74,1.35,1.35,0.72,0.16395,0.78833,2.30566
methylene blue,dyspnoeas,4,10.63,0.38,0.38,0.37,0.16352,0.38856,0.76098
cefpiramide,dyspnoeas,4,10.75,0.37,0.37,0.37,0.16194,0.38482,0.75367
lisocabtagene maraleucel,dyspnoeas,4,10.75,0.37,0.37,0.37,0.16194,0.38482,0.75367
atogepant,dyspnoeas,22,96.02,0.23,0.23,0.23,0.16132,0.23269,0.32252
binetrakin,dyspnoeas,1,0.78,1.28,1.28,0.7,0.16083,0.77356,2.25413
elvitegravir,dyspnoeas,7,23.44,0.3,0.3,0.3,0.16013,0.3089,0.52954
guanadrel,dyspnoeas,2,3.7,0.54,0.54,0.49,0.15945,0.52441,1.23365
thioridazine,dyspnoeas,27,124.13,0.22,0.22,0.22,0.15849,0.2204,0.29664
solriamfetol,dyspnoeas,12,47.19,0.25,0.25,0.26,0.15817,0.26076,0.40025
cephalothin,dyspnoeas,13,52.18,0.25,0.25,0.25,0.1579,0.25516,0.38589
clodronate,dyspnoeas,1,0.82,1.22,1.22,0.69,0.15783,0.75939,2.20579
hyaluronic acid,dyspnoeas,1,0.82,1.22,1.22,0.69,0.15783,0.75939,2.20579
cefamandole,dyspnoeas,24,109.33,0.22,0.22,0.22,0.15692,0.22276,0.30484
levonorgestrel,dyspnoeas,1027,6228.28,0.16,0.16,0.16,0.15664,0.16496,0.17357
brivaracetam,dyspnoeas,20,88.62,0.23,0.23,0.23,0.15626,0.22959,0.32289
factor ix,dyspnoeas,20,89.17,0.22,0.22,0.23,0.15532,0.22821,0.32094
etelcalcetide,dyspnoeas,23,105.17,0.22,0.22,0.22,0.15524,0.22208,0.30581
falimarev,dyspnoeas,1,0.86,1.17,1.17,0.68,0.15494,0.7458,2.16024
homosalate,dyspnoeas,1,0.86,1.17,1.17,0.68,0.15494,0.7458,2.16024
pipecuronium,dyspnoeas,1,0.86,1.17,1.17,0.68,0.15494,0.7458,2.16024
spinosad,dyspnoeas,1,0.86,1.17,1.17,0.68,0.15494,0.7458,2.16024
protriptyline,dyspnoeas,3,7.4,0.41,0.41,0.4,0.15481,0.41763,0.88105
aripiprazole lauroxil,dyspnoeas,25,116.46,0.21,0.21,0.22,0.15453,0.21777,0.29628
difluprednate,dyspnoeas,7,24.37,0.29,0.29,0.29,0.15429,0.29768,0.51035
streptomycin,dyspnoeas,5,15.54,0.32,0.32,0.33,0.15406,0.33501,0.62099
ethinyl estradiol/norethindrone,dyspnoeas,35,173.46,0.2,0.2,0.2,0.15283,0.20396,0.26538
deoxycholic,dyspnoeas,17,74.72,0.23,0.23,0.23,0.15277,0.23211,0.33505
cenegermin,dyspnoeas,26,123.74,0.21,0.21,0.21,0.15224,0.21309,0.28831
meclocycline,dyspnoeas,1,0.9,1.12,1.12,0.67,0.15216,0.73272,2.11717
salicyl alcohol,dyspnoeas,1,0.9,1.12,1.12,0.67,0.15216,0.73272,2.11717
thiamylal,dyspnoeas,1,0.9,1.12,1.12,0.67,0.15216,0.73272,2.11717
meclofenamate,dyspnoeas,6,20.17,0.3,0.3,0.3,0.15211,0.30937,0.54928
polatuzumab vedotin,dyspnoeas,14,59.42,0.24,0.24,0.24,0.15194,0.24119,0.35996
collagenase clostridium histolyticum,dyspnoeas,36,180.67,0.2,0.2,0.2,0.15152,0.20137,0.26112
cerivastatin,dyspnoeas,117,665.04,0.18,0.18,0.18,0.15111,0.17655,0.20469
thioguanine,dyspnoeas,6,20.33,0.3,0.3,0.3,0.15102,0.30715,0.54534
benzylpenicillin,dyspnoeas,3,7.63,0.39,0.39,0.39,0.15076,0.40683,0.85831
burosumab,dyspnoeas,31,153.14,0.2,0.2,0.2,0.1507,0.2049,0.27074
clocortolone,dyspnoeas,1,0.93,1.07,1.07,0.65,0.14948,0.72013,2.07631
cinnamon,dyspnoeas,3,7.71,0.39,0.39,0.39,0.14945,0.40335,0.85099
nalidixate,dyspnoeas,3,7.79,0.39,0.39,0.38,0.14817,0.39992,0.84379
delafloxacin,dyspnoeas,3,7.83,0.38,0.38,0.38,0.14753,0.39823,0.84024
mepenzolate,dyspnoeas,1,0.97,1.03,1.03,0.64,0.14689,0.708,2.03744
sinecatechins,dyspnoeas,1,0.97,1.03,1.03,0.64,0.14689,0.708,2.03744
opium,dyspnoeas,2,4.17,0.48,0.48,0.45,0.14583,0.48043,1.13004
nitric,dyspnoeas,10,41.2,0.24,0.24,0.25,0.14468,0.25049,0.39835
levocabastine,dyspnoeas,1,1.01,0.99,0.99,0.63,0.14438,0.6963,2.00037
tromethamine,dyspnoeas,1,1.01,0.99,0.99,0.63,0.14438,0.6963,2.00037
fidaxomicin,dyspnoeas,10,41.55,0.24,0.24,0.24,0.1435,0.24844,0.3951
trihexyphenidyl,dyspnoeas,5,16.82,0.3,0.3,0.3,0.1431,0.31134,0.57722
growth hormone,dyspnoeas,140,851.78,0.16,0.16,0.16,0.14304,0.16486,0.1888
benzphetamine,dyspnoeas,2,4.28,0.47,0.47,0.44,0.14277,0.47056,1.10682
emtricitabine,dyspnoeas,182,1132.36,0.16,0.16,0.16,0.14229,0.16111,0.18151
tixagevimab,dyspnoeas,1,1.05,0.95,0.95,0.62,0.14197,0.685,1.96494
xylometazoline,dyspnoeas,1,1.05,0.95,0.95,0.62,0.14197,0.685,1.96494
tenofovir,dyspnoeas,288,1843,0.16,0.16,0.16,0.14184,0.1565,0.17215
bendroflumethiazide,dyspnoeas,2,4.32,0.46,0.46,0.44,0.14177,0.46736,1.09929
carbinoxamine,dyspnoeas,2,4.32,0.46,0.46,0.44,0.14177,0.46736,1.09929
clonixin,dyspnoeas,2,4.32,0.46,0.46,0.44,0.14177,0.46736,1.09929
selumetinib,dyspnoeas,4,12.46,0.32,0.32,0.33,0.14173,0.3372,0.66063
bimatoprost,dyspnoeas,92,551,0.17,0.17,0.17,0.14069,0.16774,0.19805
salicylic acid,dyspnoeas,1,1.09,0.92,0.92,0.61,0.13962,0.67408,1.93102
becaplermin,dyspnoeas,17,82,0.21,0.21,0.21,0.13939,0.21181,0.30578
tripelennamine,dyspnoeas,2,4.44,0.45,0.45,0.43,0.13888,0.45801,1.07732
dirithromycin,dyspnoeas,3,8.41,0.36,0.36,0.36,0.13863,0.3745,0.79031
elranatamab,dyspnoeas,1,1.13,0.89,0.89,0.6,0.13736,0.66351,1.89848
gramicidin,dyspnoeas,1,1.13,0.89,0.89,0.6,0.13736,0.66351,1.89848
propantheline,dyspnoeas,1,1.13,0.89,0.89,0.6,0.13736,0.66351,1.89848
diphtheria vaccine,dyspnoeas,42,238.84,0.18,0.18,0.18,0.13653,0.17757,0.22611
dexmedetomidine,dyspnoeas,14,66.27,0.21,0.21,0.21,0.13651,0.21673,0.32347
lasmiditan,dyspnoeas,7,27.76,0.25,0.25,0.26,0.13626,0.26303,0.45105
doravirine,dyspnoeas,2,4.56,0.44,0.44,0.42,0.13609,0.44902,1.05621
collagen,dyspnoeas,1,1.17,0.86,0.86,0.59,0.13516,0.65329,1.86721
dextropropoxyphene,dyspnoeas,1,1.17,0.86,0.86,0.59,0.13516,0.65329,1.86721
fenoldopam,dyspnoeas,1,1.17,0.86,0.86,0.59,0.13516,0.65329,1.86721
piperazine,dyspnoeas,1,1.17,0.86,0.86,0.59,0.13516,0.65329,1.86721
antifungal,dyspnoeas,6,22.86,0.26,0.26,0.27,0.13514,0.27503,0.48844
lonapegsomatropin,dyspnoeas,3,8.68,0.35,0.35,0.35,0.13482,0.36436,0.76898
pentosan,dyspnoeas,42,242.42,0.17,0.17,0.17,0.13452,0.17496,0.22278
diethylstilbestrol,dyspnoeas,9,38.9,0.23,0.23,0.24,0.13442,0.23993,0.38985
alcaftadine,dyspnoeas,4,13.28,0.3,0.3,0.31,0.13374,0.31837,0.62386
zalcitabine,dyspnoeas,4,13.28,0.3,0.3,0.31,0.13374,0.31837,0.62386
zopiclone,dyspnoeas,2,4.67,0.43,0.43,0.41,0.13342,0.44038,1.03592
biotin,dyspnoeas,1,1.21,0.83,0.83,0.58,0.13303,0.64339,1.83714
pirtobrutinib,dyspnoeas,1,1.21,0.83,0.83,0.58,0.13303,0.64339,1.83714
polyvinyl alcohol,dyspnoeas,1,1.25,0.8,0.8,0.57,0.13097,0.6338,1.80816
triflupromazine,dyspnoeas,1,1.25,0.8,0.8,0.57,0.13097,0.6338,1.80816
satralizumab,dyspnoeas,5,18.57,0.27,0.27,0.28,0.13042,0.28395,0.5266
tretinoin,dyspnoeas,81,518.25,0.16,0.16,0.16,0.13024,0.15713,0.1875
fosphenytoin,dyspnoeas,8,34.89,0.23,0.23,0.23,0.12913,0.23888,0.39791
cefmetazole,dyspnoeas,1,1.28,0.78,0.78,0.57,0.12896,0.6245,1.78022
anticoagulant,dyspnoeas,41,248.07,0.17,0.17,0.17,0.12796,0.16698,0.21322
floxuridine,dyspnoeas,3,9.31,0.32,0.32,0.33,0.12684,0.34311,0.7243
cocaine,dyspnoeas,5,19.31,0.26,0.26,0.27,0.12572,0.27378,0.50778
antithrombin,dyspnoeas,1,1.36,0.73,0.73,0.55,0.12512,0.6067,1.72717
clobetasol,dyspnoeas,25,144.85,0.17,0.17,0.17,0.12448,0.17545,0.23873
flurazepam,dyspnoeas,10,48.48,0.21,0.21,0.21,0.12345,0.21384,0.34014
fluindione,dyspnoeas,1,1.4,0.71,0.71,0.54,0.12328,0.59819,1.70195
quinestrol,dyspnoeas,1,1.4,0.71,0.71,0.54,0.12328,0.59819,1.70195
